1625742520525- 结果：8.50000000E-5(D).jpg-480 新结果：2.9188898042775690000000E-4.jpg
1625750047129- 结果：0.833541(D).jpg-480 新结果：0.5547391176223755.jpg
1625750054089- 结果：0.031657(T).jpg-480 新结果：0.04055522754788399.jpg
1625750054145- 结果：0.036945(D).jpg-480 新结果：0.014250308275222778.jpg
1625750054198- 结果：0.008977(T).jpg-480 新结果：0.009658195078372955.jpg
1625750054250- 结果：0.009728(T).jpg-480 新结果：0.009658195078372955.jpg
1625750054304- 结果：0.003573(T).jpg-480 新结果：0.0043319049291312695.jpg
1625750054357- 结果：0.003573(T).jpg-480 新结果：0.0012602268252521753.jpg
1625750056976- 结果：0.002297(D).jpg-480 新结果：0.0025713348295539618.jpg
1625750057029- 结果：0.002255(T).jpg-480 新结果：0.0019715535454452038.jpg
1625750057268- 结果：0.002255(D).jpg-480 新结果：0.0027974252589046955.jpg
1625750057321- 结果：0.0028(T).jpg-480 新结果：0.0027974252589046955.jpg
1625750057374- 结果：0.002758(T).jpg-480 新结果：0.002144914586097002.jpg
1625750057426- 结果：0.002444(T).jpg-480 新结果：0.002418200485408306.jpg
1625750057480- 结果：0.002444(T).jpg-480 新结果：0.0025424533523619175.jpg
1625750057881- 结果：0.001855(D).jpg-480 新结果：0.0023164928425103426.jpg
1625750058161- 结果：0.002291(D).jpg-480 新结果：0.001538201468065381.jpg
1625750058229- 结果：0.001756(T).jpg-480 新结果：0.0016678767278790474.jpg
1625750058475- 结果：0.002279(D).jpg-480 新结果：0.002357835415750742.jpg
1625750076960- 结果：0.148819(D).jpg-480 新结果：0.08285610377788544.jpg
1625750077213- 结果：0.109198(D).jpg-480 新结果：0.07119771838188171.jpg
1625750077271- 结果：0.085702(T).jpg-480 新结果：0.09606996923685074.jpg
1625750077322- 结果：0.093401(T).jpg-480 新结果：0.13745588064193726.jpg
1625750077373- 结果：0.127815(T).jpg-480 新结果：0.13745588064193726.jpg
1625750077426- 结果：0.047323(T).jpg-480 新结果：0.07245278358459473.jpg
1625750088856- 结果：0.850765(D).jpg-480 新结果：0.8750738501548767.jpg
1625750088917- 结果：0.866494(T).jpg-480 新结果：0.7743362188339233.jpg
1625750088973- 结果：0.690627(T).jpg-480 新结果：0.7743362188339233.jpg
1625750089027- 结果：0.685481(T).jpg-480 新结果：0.6857624053955078.jpg
1625750089079- 结果：0.685481(T).jpg-480 新结果：0.5301985144615173.jpg
1625750110679- 结果：0.913021(D).jpg-480 新结果：0.9093489646911621.jpg
1625750110736- 结果：0.8706(T).jpg-480 新结果：0.892932653427124.jpg
1625750110789- 结果：0.880488(T).jpg-480 新结果：0.8520180583000183.jpg
1625750110841- 结果：0.792832(T).jpg-480 新结果：0.8606732487678528.jpg
1625750110893- 结果：0.836216(T).jpg-480 新结果：0.8606732487678528.jpg
1625750123080- 结果：0.336614(D).jpg-480 新结果：0.5063339471817017.jpg
1625750123138- 结果：0.468479(T).jpg-480 新结果：0.486507385969162.jpg
1625750123190- 结果：0.468479(T).jpg-480 新结果：0.5123266577720642.jpg
1625750123242- 结果：0.473928(T).jpg-480 新结果：0.4277840852737427.jpg
1625750123293- 结果：0.38963(T).jpg-480 新结果：0.4277840852737427.jpg
1625750145865- 结果：0.457846(D).jpg-480 新结果：0.01090554241091013.jpg
1625750146135- 结果：0.016158(D).jpg-480 新结果：0.003982923924922943.jpg
1625750146196- 结果：0.004487(T).jpg-480 新结果：0.007161051034927368.jpg
1625750146249- 结果：0.005835(T).jpg-480 新结果：0.005622443743050098.jpg
1625750146303- 结果：0.004322(T).jpg-480 新结果：0.005280639510601759.jpg
1625750146356- 结果：0.004722(T).jpg-480 新结果：0.00935086514800787.jpg
1625750157214- 结果：0.107684(D).jpg-480 新结果：0.08707564324140549.jpg
1625750157269- 结果：0.03761(T).jpg-480 新结果：0.03774058073759079.jpg
1625750157320- 结果：0.03761(T).jpg-480 新结果：0.022128421813249588.jpg
1625750157378- 结果：0.033851(T).jpg-480 新结果：0.036407746374607086.jpg
1625750157430- 结果：0.077308(T).jpg-480 新结果：0.01141819916665554.jpg
1625750168355- 结果：0.667405(D).jpg-480 新结果：0.49532341957092285.jpg
1625750168407- 结果：0.391288(T).jpg-480 新结果：0.4106380343437195.jpg
1625750168456- 结果：0.327332(T).jpg-480 新结果：0.3524896502494812.jpg
1625750168507- 结果：0.327332(T).jpg-480 新结果：0.2676627039909363.jpg
1625750168558- 结果：0.325429(T).jpg-480 新结果：0.5168757438659668.jpg
1625750180134- 结果：0.965809(D).jpg-480 新结果：0.9550718665122986.jpg
1625750180183- 结果：0.969152(T).jpg-480 新结果：0.9732156991958618.jpg
1625750180232- 结果：0.969152(T).jpg-480 新结果：0.969591498374939.jpg
1625750180280- 结果：0.972908(T).jpg-480 新结果：0.969591498374939.jpg
1625750180328- 结果：0.969158(T).jpg-480 新结果：0.9804642200469971.jpg
1625750204934- 结果：0.381647(D).jpg-480 新结果：0.12462340295314789.jpg
1625750204988- 结果：0.20668(T).jpg-480 新结果：0.16797012090682983.jpg
1625750205039- 结果：0.209551(T).jpg-480 新结果：0.22952112555503845.jpg
1625750205091- 结果：0.209551(T).jpg-480 新结果：0.16496926546096802.jpg
1625750205142- 结果：0.126938(T).jpg-480 新结果：0.042078647762537.jpg
1625750215731- 结果：0.069446(D).jpg-480 新结果：0.06025911867618561.jpg
1625750215783- 结果：0.376209(T).jpg-480 新结果：0.349692165851593.jpg
1625750215833- 结果：0.376209(T).jpg-480 新结果：0.4591699242591858.jpg
1625750215884- 结果：0.477911(T).jpg-480 新结果：0.4944958984851837.jpg
1625750215935- 结果：0.493507(T).jpg-480 新结果：0.4944958984851837.jpg
1625750238989- 结果：0.260784(D).jpg-480 新结果：0.02512941136956215.jpg
1625750239046- 结果：0.045517(T).jpg-480 新结果：0.029822368174791336.jpg
1625750239099- 结果：0.042389(T).jpg-480 新结果：0.030002204701304436.jpg
1625750239152- 结果：0.042389(T).jpg-480 新结果：0.01969883218407631.jpg
1625750239205- 结果：0.010983(T).jpg-480 新结果：0.015237679705023766.jpg
1625750250157- 结果：0.591751(D).jpg-480 新结果：0.8949986696243286.jpg
1625750250211- 结果：0.912824(T).jpg-480 新结果：0.5930254459381104.jpg
1625750250263- 结果：0.439754(T).jpg-480 新结果：0.40779247879981995.jpg
1625750250317- 结果：0.546798(T).jpg-480 新结果：0.40779247879981995.jpg
1625750261302- 结果：0.253633(D).jpg-480 新结果：0.31345778703689575.jpg
1625750261361- 结果：0.349492(T).jpg-480 新结果：0.3602033257484436.jpg
1625750261820- 结果：0.166421(D).jpg-480 新结果：0.06577073037624359.jpg
1625750261875- 结果：0.061056(T).jpg-480 新结果：0.021305175498127937.jpg
1625750261927- 结果：0.033038(T).jpg-480 新结果：0.03904152289032936.jpg
1625750261979- 结果：0.034476(T).jpg-480 新结果：0.03904152289032936.jpg
1625750262035- 结果：0.043399(T).jpg-480 新结果：0.06398755311965942.jpg
1625750263963- 结果：0.033448(D).jpg-480 新结果：0.020462796092033386.jpg
1625750264017- 结果：0.026128(T).jpg-480 新结果：0.029482277110219002.jpg
1625750264069- 结果：0.026128(T).jpg-480 新结果：0.0166687723249197.jpg
1625750264120- 结果：0.017735(T).jpg-480 新结果：0.02124669961631298.jpg
1625750264460- 结果：0.016098(D).jpg-480 新结果：0.02906101755797863.jpg
1625750264520- 结果：0.022396(T).jpg-480 新结果：0.023629870265722275.jpg
1625750264571- 结果：0.021686(T).jpg-480 新结果：0.022221403196454048.jpg
1625750264625- 结果：0.013168(T).jpg-480 新结果：0.01912313513457775.jpg
1625750264676- 结果：0.013168(T).jpg-480 新结果：0.02247457765042782.jpg
1625750265237- 结果：0.030563(D).jpg-480 新结果：0.013713991269469261.jpg
1625750265290- 结果：0.006775(T).jpg-480 新结果：0.0038970450405031443.jpg
1625750265343- 结果：0.006775(T).jpg-480 新结果：0.008666767738759518.jpg
1625750265397- 结果：0.01087(T).jpg-480 新结果：0.017311375588178635.jpg
1625750265453- 结果：0.024821(T).jpg-480 新结果：0.010631789453327656.jpg
1625750273121- 结果：0.060449(D).jpg-480 新结果：0.1284012347459793.jpg
1625750273174- 结果：0.108682(T).jpg-480 新结果：0.1284012347459793.jpg
1625750273225- 结果：0.119994(T).jpg-480 新结果：0.14291085302829742.jpg
1625750273272- 结果：0.119994(T).jpg-480 新结果：0.1526603102684021.jpg
1625750273320- 结果：0.138781(T).jpg-480 新结果：0.15449512004852295.jpg
1625750286261- 结果：0.54443(D).jpg-480 新结果：0.2886241674423218.jpg
1625750286320- 结果：0.297074(T).jpg-480 新结果：0.27434173226356506.jpg
1625750286372- 结果：0.309051(T).jpg-480 新结果：0.27434173226356506.jpg
1625750286425- 结果：0.092469(T).jpg-480 新结果：0.08616064488887787.jpg
1625750286480- 结果：0.092469(T).jpg-480 新结果：0.06487680971622467.jpg
1625750296478- 结果：0.462146(D).jpg-480 新结果：0.3420124650001526.jpg
1625750296533- 结果：0.338271(T).jpg-480 新结果：0.30315759778022766.jpg
1625750296583- 结果：0.319663(T).jpg-480 新结果：0.25125548243522644.jpg
1625750296632- 结果：0.271858(T).jpg-480 新结果：0.25125548243522644.jpg
1625750296682- 结果：0.23983(T).jpg-480 新结果：0.22828836739063263.jpg
1625750309098- 结果：0.281013(D).jpg-480 新结果：0.01655147410929203.jpg
1625750309154- 结果：0.015581(T).jpg-480 新结果：0.027092285454273224.jpg
1625750309211- 结果：0.014536(T).jpg-480 新结果：0.014709142968058586.jpg
1625750309265- 结果：0.014536(T).jpg-480 新结果：0.007933929562568665.jpg
1625750309318- 结果：0.008143(T).jpg-480 新结果：0.0060974727384746075.jpg
1625750320013- 结果：0.288734(D).jpg-480 新结果：0.23905953764915466.jpg
1625750320062- 结果：0.212407(T).jpg-480 新结果：0.43908819556236267.jpg
1625750320110- 结果：0.290997(T).jpg-480 新结果：0.35374951362609863.jpg
1625750320158- 结果：0.33185(T).jpg-480 新结果：0.35374951362609863.jpg
1625750320208- 结果：0.297563(T).jpg-480 新结果：0.4059126675128937.jpg
1625750331819- 结果：0.659333(D).jpg-480 新结果：0.8066502809524536.jpg
1625750331876- 结果：0.774779(T).jpg-480 新结果：0.7897639870643616.jpg
1625750331924- 结果：0.755171(T).jpg-480 新结果：0.7455849647521973.jpg
1625750331975- 结果：0.755171(T).jpg-480 新结果：0.6964576244354248.jpg
1625750332024- 结果：0.711338(T).jpg-480 新结果：0.6964576244354248.jpg
1625750346658- 结果：0.984782(D).jpg-480 新结果：0.9904724359512329.jpg
1625750346714- 结果：0.988331(T).jpg-480 新结果：0.9864109754562378.jpg
1625750346767- 结果：0.982111(T).jpg-480 新结果：0.989450216293335.jpg
1625750346819- 结果：0.988724(T).jpg-480 新结果：0.989450216293335.jpg
1625750346874- 结果：0.988647(T).jpg-480 新结果：0.9882825613021851.jpg
1625750356706- 结果：0.001287(D).jpg-480 新结果：1.11042587377596650000000E-4.jpg
1625750356766- 结果：1.140000000E-4(T).jpg-480 新结果：8.8396722276229410000000E-5.jpg
1625750356821- 结果：7.80000000E-5(T).jpg-480 新结果：8.8396722276229410000000E-5.jpg
1625750356875- 结果：8.00000000E-6(T).jpg-480 新结果：9.5199829956982280000000E-6.jpg
1625750356930- 结果：9.00000000E-6(T).jpg-480 新结果：7.3136225182679480000000E-6.jpg
1625750379740- 结果：0.743379(D).jpg-480 新结果：0.6767871975898743.jpg
1625750379796- 结果：0.563481(T).jpg-480 新结果：0.5429271459579468.jpg
1625750379848- 结果：0.29229(T).jpg-480 新结果：0.21939077973365784.jpg
1625750379904- 结果：0.29229(T).jpg-480 新结果：0.5102864503860474.jpg
1625750379957- 结果：0.508154(T).jpg-480 新结果：0.2023409903049469.jpg
1625750391972- 结果：0.004856(D).jpg-480 新结果：0.002069130539894104.jpg
1625750392028- 结果：0.002738(T).jpg-480 新结果：0.0027210977859795094.jpg
1625750392081- 结果：0.003812(T).jpg-480 新结果：0.005307151470333338.jpg
1625750392134- 结果：0.003803(T).jpg-480 新结果：0.005307151470333338.jpg
1625750392187- 结果：0.003601(T).jpg-480 新结果：0.006277816370129585.jpg
1625750403482- 结果：0.640625(D).jpg-480 新结果：0.7902035713195801.jpg
1625750403542- 结果：0.817629(T).jpg-480 新结果：0.7902035713195801.jpg
1625750403595- 结果：0.854137(T).jpg-480 新结果：0.7827745676040649.jpg
1625750403647- 结果：0.321847(T).jpg-480 新结果：0.44895756244659424.jpg
1625750403699- 结果：0.321847(T).jpg-480 新结果：0.8092344403266907.jpg
1625750415056- 结果：0.496253(D).jpg-480 新结果：0.9083448648452759.jpg
1625750415110- 结果：0.970376(T).jpg-480 新结果：0.9657257199287415.jpg
1625750415162- 结果：0.970376(T).jpg-480 新结果：0.9598613977432251.jpg
1625750415215- 结果：0.959926(T).jpg-480 新结果：0.9425044059753418.jpg
1625750415268- 结果：0.92805(T).jpg-480 新结果：0.9063746929168701.jpg
1625750427516- 结果：0.537371(D).jpg-480 新结果：0.8421605229377747.jpg
1625750427569- 结果：0.875173(T).jpg-480 新结果：0.8608644008636475.jpg
1625750427619- 结果：0.875173(T).jpg-480 新结果：0.8925423622131348.jpg
1625750427674- 结果：0.886926(T).jpg-480 新结果：0.8926891684532166.jpg
1625750427724- 结果：0.917757(T).jpg-480 新结果：0.8926891684532166.jpg
1625750439367- 结果：0.066047(D).jpg-480 新结果：0.3489112854003906.jpg
1625750439424- 结果：0.397226(T).jpg-480 新结果：0.5998232960700989.jpg
1625750439477- 结果：0.53211(T).jpg-480 新结果：0.5997723937034607.jpg
1625750439530- 结果：0.506645(T).jpg-480 新结果：0.3779788315296173.jpg
1625750439582- 结果：0.448194(T).jpg-480 新结果：0.3779788315296173.jpg
1625750450967- 结果：0.548922(D).jpg-480 新结果：0.07910099625587463.jpg
1625750451023- 结果：0.113902(T).jpg-480 新结果：0.09348592162132263.jpg
1625750451074- 结果：0.113902(T).jpg-480 新结果：0.0705002099275589.jpg
1625750451125- 结果：0.062761(T).jpg-480 新结果：0.22164152562618256.jpg
1625750451184- 结果：0.157184(T).jpg-480 新结果：0.22164152562618256.jpg
1625750462295- 结果：0.269767(D).jpg-480 新结果：0.03414362668991089.jpg
1625750462347- 结果：0.006257(T).jpg-480 新结果：0.00537530891597271.jpg
1625750462397- 结果：0.006257(T).jpg-480 新结果：0.004574003629386425.jpg
1625750462447- 结果：0.005441(T).jpg-480 新结果：0.004574003629386425.jpg
1625750462500- 结果：0.003858(T).jpg-480 新结果：0.004802549257874489.jpg
1625750474557- 结果：0.971521(D).jpg-480 新结果：0.9945589303970337.jpg
1625750474613- 结果：0.995196(T).jpg-480 新结果：0.994339108467102.jpg
1625750474670- 结果：0.995196(T).jpg-480 新结果：0.9939330816268921.jpg
1625750474723- 结果：0.995512(T).jpg-480 新结果：0.9817487001419067.jpg
1625750474776- 结果：0.981739(T).jpg-480 新结果：0.9817487001419067.jpg
1625750475862- 结果：0.875279(D).jpg-480 新结果：0.616600751876831.jpg
1625750475920- 结果：0.623176(T).jpg-480 新结果：0.7702629566192627.jpg
1625750475972- 结果：0.73708(T).jpg-480 新结果：0.7702629566192627.jpg
1625750476024- 结果：0.461935(T).jpg-480 新结果：0.42808228731155396.jpg
1625750476081- 结果：0.461935(T).jpg-480 新结果：0.6550923585891724.jpg
1625750476892- 结果：0.771615(D).jpg-480 新结果：0.8044273257255554.jpg
1625750476950- 结果：0.837535(T).jpg-480 新结果：0.8536744713783264.jpg
1625750477006- 结果：0.837535(T).jpg-480 新结果：0.848131537437439.jpg
1625750477059- 结果：0.848631(T).jpg-480 新结果：0.807689905166626.jpg
1625750477112- 结果：0.775099(T).jpg-480 新结果：0.8597038984298706.jpg
1625750478707- 结果：0.825433(D).jpg-480 新结果：0.8197894096374512.jpg
1625750478767- 结果：0.855575(T).jpg-480 新结果：0.8391129374504089.jpg
1625750478820- 结果：0.853835(T).jpg-480 新结果：0.846777081489563.jpg
1625750478874- 结果：0.853835(T).jpg-480 新结果：0.8033711910247803.jpg
1625750478928- 结果：0.824477(T).jpg-480 新结果：0.8420363664627075.jpg
1625750498377- 结果：0.972663(D).jpg-480 新结果：0.9712686538696289.jpg
1625750498438- 结果：0.971436(T).jpg-480 新结果：0.9511959552764893.jpg
1625750498498- 结果：0.96132(T).jpg-480 新结果：0.9511959552764893.jpg
1625750498551- 结果：0.952557(T).jpg-480 新结果：0.9361522197723389.jpg
1625750498605- 结果：0.952557(T).jpg-480 新结果：0.8771898150444031.jpg
1625750511370- 结果：0.926235(D).jpg-480 新结果：0.5482703447341919.jpg
1625750511436- 结果：0.348489(T).jpg-480 新结果：0.2188359647989273.jpg
1625750511499- 结果：0.224133(T).jpg-480 新结果：0.2188359647989273.jpg
1625750511552- 结果：0.137253(T).jpg-480 新结果：0.11753203719854355.jpg
1625750511604- 结果：0.085448(T).jpg-480 新结果：0.04104605317115784.jpg
1625750521976- 结果：0.795207(T).jpg-480 新结果：0.8183698654174805.jpg
1625750522032- 结果：0.824923(T).jpg-480 新结果：0.8786709904670715.jpg
1625750522081- 结果：0.895117(T).jpg-480 新结果：0.8786709904670715.jpg
1625750522241- 结果：0.717573(T).jpg-480 新结果：0.7593062520027161.jpg
1625750523685- 结果：0.551576(D).jpg-480 新结果：0.24417555332183838.jpg
1625750523744- 结果：0.402835(T).jpg-480 新结果：0.3428414762020111.jpg
1625750523797- 结果：0.30975(T).jpg-480 新结果：0.28506457805633545.jpg
1625750523851- 结果：0.30975(T).jpg-480 新结果：0.11700227856636047.jpg
1625750523903- 结果：0.110156(T).jpg-480 新结果：0.45902860164642334.jpg
1625750524905- 结果：0.288161(D).jpg-480 新结果：0.3524920642375946.jpg
1625750524967- 结果：0.6135(T).jpg-480 新结果：0.3548239469528198.jpg
1625750525020- 结果：0.378986(T).jpg-480 新结果：0.3548239469528198.jpg
1625750525073- 结果：0.314514(T).jpg-480 新结果：0.2812882363796234.jpg
1625750525127- 结果：0.544971(T).jpg-480 新结果：0.3812403678894043.jpg
1625750526158- 结果：0.311422(D).jpg-480 新结果：0.411857545375824.jpg
1625750526218- 结果：0.416801(T).jpg-480 新结果：0.49169376492500305.jpg
1625750526272- 结果：0.377858(T).jpg-480 新结果：0.34713834524154663.jpg
1625750526325- 结果：0.377858(T).jpg-480 新结果：0.4268397092819214.jpg
1625750526384- 结果：0.440215(T).jpg-480 新结果：0.39341920614242554.jpg
1625750526719- 结果：0.368147(D).jpg-480 新结果：0.3922925591468811.jpg
1625750526779- 结果：0.493336(T).jpg-480 新结果：0.38878411054611206.jpg
1625750534124- 结果：0.443476(D).jpg-480 新结果：0.6325466632843018.jpg
1625750534180- 结果：0.621027(T).jpg-480 新结果：0.7879534959793091.jpg
1625750534232- 结果：0.78162(T).jpg-480 新结果：0.7487242221832275.jpg
1625750534287- 结果：0.783168(T).jpg-480 新结果：0.7487242221832275.jpg
1625750534339- 结果：0.478709(T).jpg-480 新结果：0.4139364957809448.jpg
1625750547592- 结果：0.00615(D).jpg-480 新结果：0.02021375671029091.jpg
1625750547644- 结果：0.017505(T).jpg-480 新结果：0.008436557836830616.jpg
1625750547694- 结果：0.007359(T).jpg-480 新结果：0.004485168494284153.jpg
1625750547750- 结果：0.005377(T).jpg-480 新结果：0.002545303199440241.jpg
1625750547799- 结果：0.003447(T).jpg-480 新结果：0.002545303199440241.jpg
1625750558217- 结果：0.410062(D).jpg-480 新结果：0.9528828859329224.jpg
1625750558274- 结果：0.957237(T).jpg-480 新结果：0.9528828859329224.jpg
1625750558325- 结果：0.980027(T).jpg-480 新结果：0.9793660640716553.jpg
1625750558377- 结果：0.980027(T).jpg-480 新结果：0.9551578760147095.jpg
1625750558430- 结果：0.961663(T).jpg-480 新结果：0.9609799385070801.jpg
1625750570411- 结果：0.099417(D).jpg-480 新结果：0.012595664709806442.jpg
1625750570469- 结果：0.01289(T).jpg-480 新结果：0.010262822732329369.jpg
1625750570520- 结果：0.015383(T).jpg-480 新结果：0.013840018771588802.jpg
1625750570572- 结果：0.015383(T).jpg-480 新结果：0.014191906899213791.jpg
1625750570624- 结果：0.015584(T).jpg-480 新结果：0.006202391814440489.jpg
1625750594789- 结果：0.12259(D).jpg-480 新结果：0.011830836534500122.jpg
1625750594844- 结果：0.01807(T).jpg-480 新结果：0.01862477697432041.jpg
1625750594897- 结果：0.01807(T).jpg-480 新结果：0.0055406903848052025.jpg
1625750594950- 结果：0.005412(T).jpg-480 新结果：0.0022678810637444258.jpg
1625750595004- 结果：0.001767(T).jpg-480 新结果：0.0022678810637444258.jpg
1625750596862- 结果：0.00894(D).jpg-480 新结果：0.011307479813694954.jpg
1625750596920- 结果：0.008367(T).jpg-480 新结果：0.008624785579741001.jpg
1625750596974- 结果：0.008367(T).jpg-480 新结果：0.010680733248591423.jpg
1625750597027- 结果：0.0114(T).jpg-480 新结果：0.011493857018649578.jpg
1625750597080- 结果：0.009874(T).jpg-480 新结果：0.007888528518378735.jpg
1625750606990- 结果：0.970475(D).jpg-480 新结果：0.9945836067199707.jpg
1625750607045- 结果：0.994008(T).jpg-480 新结果：0.9928672313690186.jpg
1625750607097- 结果：0.994008(T).jpg-480 新结果：0.9868693351745605.jpg
1625750607155- 结果：0.990481(T).jpg-480 新结果：0.9781994819641113.jpg
1625750607208- 结果：0.984267(T).jpg-480 新结果：0.9679880142211914.jpg
1625750618070- 结果：0.308613(D).jpg-480 新结果：0.0840507447719574.jpg
1625750618121- 结果：0.082924(T).jpg-480 新结果：0.0840507447719574.jpg
1625750618170- 结果：0.138049(T).jpg-480 新结果：0.1542813777923584.jpg
1625750618219- 结果：0.138049(T).jpg-480 新结果：0.0657726302742958.jpg
1625750618278- 结果：0.078934(T).jpg-480 新结果：0.08672022819519043.jpg
1625750630107- 结果：0.867385(D).jpg-480 新结果：0.9150722622871399.jpg
1625750630157- 结果：0.81349(T).jpg-480 新结果：0.8190998435020447.jpg
1625750630207- 结果：0.81349(T).jpg-480 新结果：0.8463716506958008.jpg
1625750630256- 结果：0.938567(T).jpg-480 新结果：0.9009546041488647.jpg
1625750630305- 结果：0.854917(T).jpg-480 新结果：0.9009546041488647.jpg
1625750642923- 结果：0.039814(D).jpg-480 新结果：0.01601836271584034.jpg
1625750642981- 结果：0.008503(T).jpg-480 新结果：0.01601836271584034.jpg
1625750643033- 结果：0.018076(T).jpg-480 新结果：0.016891732811927795.jpg
1625750643086- 结果：0.018076(T).jpg-480 新结果：0.0126453572884202.jpg
1625750643138- 结果：0.010438(T).jpg-480 新结果：0.01716826856136322.jpg
1625750654317- 结果：0.281575(D).jpg-480 新结果：0.5512129068374634.jpg
1625750654371- 结果：0.6535(T).jpg-480 新结果：0.5512129068374634.jpg
1625750654419- 结果：0.689506(T).jpg-480 新结果：0.6815167665481567.jpg
1625750654469- 结果：0.689506(T).jpg-480 新结果：0.6388989090919495.jpg
1625750654519- 结果：0.631691(T).jpg-480 新结果：0.6350427269935608.jpg
1625750666593- 结果：0.379788(D).jpg-480 新结果：0.3283570408821106.jpg
1625750666644- 结果：0.250287(T).jpg-480 新结果：0.2642829120159149.jpg
1625750666691- 结果：0.203269(T).jpg-480 新结果：0.2642829120159149.jpg
1625750666743- 结果：0.203269(T).jpg-480 新结果：0.14625349640846252.jpg
1625750666792- 结果：0.143078(T).jpg-480 新结果：0.17564436793327332.jpg
1625750679375- 结果：0.347469(D).jpg-480 新结果：0.06061073765158653.jpg
1625750679432- 结果：0.023547(T).jpg-480 新结果：0.032061412930488586.jpg
1625750679484- 结果：0.050835(T).jpg-480 新结果：0.048254817724227905.jpg
1625750679536- 结果：0.050835(T).jpg-480 新结果：0.04319385811686516.jpg
1625750679589- 结果：0.044083(T).jpg-480 新结果：0.03525419160723686.jpg
1625750703890- 结果：0.97959(D).jpg-480 新结果：0.9591786861419678.jpg
1625750703946- 结果：0.923781(T).jpg-480 新结果：0.9160041809082031.jpg
1625750703998- 结果：0.923781(T).jpg-480 新结果：0.9498888254165649.jpg
1625750704051- 结果：0.94719(T).jpg-480 新结果：0.9567590951919556.jpg
1625750704105- 结果：0.955352(T).jpg-480 新结果：0.9059929847717285.jpg
1625750716047- 结果：0.012634(D).jpg-480 新结果：0.00206825346685946.jpg
1625750716108- 结果：0.003256(T).jpg-480 新结果：8.8111322838813070000000E-4.jpg
1625750716161- 结果：9.590000000E-4(T).jpg-480 新结果：9.3104701954871420000000E-4.jpg
1625750716213- 结果：0.001362(T).jpg-480 新结果：9.3104701954871420000000E-4.jpg
1625750716273- 结果：5.840000000E-4(T).jpg-480 新结果：4.0323205757886170000000E-4.jpg
1625750728084- 结果：0.444525(D).jpg-480 新结果：0.6555175185203552.jpg
1625750728149- 结果：0.563202(T).jpg-480 新结果：0.5172976851463318.jpg
1625750728201- 结果：0.532789(T).jpg-480 新结果：0.5145788788795471.jpg
1625750728254- 结果：0.532789(T).jpg-480 新结果：0.5037882328033447.jpg
1625750728306- 结果：0.595496(T).jpg-480 新结果：0.5779755115509033.jpg
1625750739728- 结果：0.928856(D).jpg-480 新结果：0.5514861345291138.jpg
1625750739785- 结果：0.491529(T).jpg-480 新结果：0.3971230387687683.jpg
1625750739835- 结果：0.428342(T).jpg-480 新结果：0.4661857485771179.jpg
1625750739888- 结果：0.429064(T).jpg-480 新结果：0.956241250038147.jpg
1625750739936- 结果：0.953987(T).jpg-480 新结果：0.956241250038147.jpg
1625750752101- 结果：0.005223(D).jpg-480 新结果：0.002236110158264637.jpg
1625750752157- 结果：0.003276(T).jpg-480 新结果：0.002228457946330309.jpg
1625750752205- 结果：0.002627(T).jpg-480 新结果：0.002228457946330309.jpg
1625750752253- 结果：0.002627(T).jpg-480 新结果：2.84476409433409570000000E-4.jpg
1625750752303- 结果：3.190000000E-4(T).jpg-480 新结果：4.64286771602928640000000E-4.jpg
1625750764265- 结果：0.419841(D).jpg-480 新结果：0.3413216471672058.jpg
1625750764316- 结果：0.320961(T).jpg-480 新结果：0.46918943524360657.jpg
1625750764365- 结果：0.461439(T).jpg-480 新结果：0.49607470631599426.jpg
1625750764414- 结果：0.489468(T).jpg-480 新结果：0.5107259750366211.jpg
1625750764464- 结果：0.558302(T).jpg-480 新结果：0.5107259750366211.jpg
1625750776453- 结果：0.926569(D).jpg-480 新结果：0.07391075789928436.jpg
1625750776503- 结果：0.022394(T).jpg-480 新结果：0.03739146888256073.jpg
1625750776552- 结果：0.022394(T).jpg-480 新结果：0.017884086817502975.jpg
1625750776600- 结果：0.019883(T).jpg-480 新结果：0.017884086817502975.jpg
1625750776649- 结果：0.091443(T).jpg-480 新结果：0.07815166562795639.jpg
1625750788655- 结果：0.345164(D).jpg-480 新结果：0.12084747850894928.jpg
1625750788707- 结果：0.148727(T).jpg-480 新结果：0.25741949677467346.jpg
1625750788754- 结果：0.148727(T).jpg-480 新结果：0.28595882654190063.jpg
1625750788802- 结果：0.2888(T).jpg-480 新结果：0.28595882654190063.jpg
1625750788848- 结果：0.261869(T).jpg-480 新结果：0.24067312479019165.jpg
1625750803460- 结果：0.929327(D).jpg-480 新结果：0.9865810871124268.jpg
1625750803479- 结果：0.0000000(T).jpg-480 新结果：0.9808316230773926.jpg
1625750803496- 结果：0.0000000(T).jpg-480 新结果：0.9808316230773926.jpg
1625750803512- 结果：0.0000000(T).jpg-480 新结果：0.9808316230773926.jpg
1625750803528- 结果：0.0000000(T).jpg-480 新结果：0.9808316230773926.jpg
1625750813689- 结果：0.797246(D).jpg-480 新结果：0.9203740358352661.jpg
1625750813746- 结果：0.904629(T).jpg-480 新结果：0.9170767068862915.jpg
1625750813797- 结果：0.902643(T).jpg-480 新结果：0.9280890226364136.jpg
1625750813848- 结果：0.90498(T).jpg-480 新结果：0.9280890226364136.jpg
1625750813905- 结果：0.924955(T).jpg-480 新结果：0.9243509769439697.jpg
